Data,Turma,Motivo
31/12/2017,Segurança da informação 4,falta de vale transporte
31/12/2017,Gestão comercial 4,motivo de estudo
31/12/2017,Segurança da informação 3,reprovação por falta
31/12/2017,Gestão da Tecnologia da informação 4,motivo de trabalho
1/1/2018,Gestão comercial 3,falta de vale transporte
1/1/2018,Gestão da Tecnologia da informação 1,motivo de estudo
1/1/2018,Gestão da Tecnologia da informação 2,reprovação por falta
1/1/2018,Jogos digitais 4,motivo de trabalho
2/1/2018,Jogos digitais 4,falta de vale transporte
2/1/2018,Gestão da Tecnologia da informação 1,motivo de estudo
2/1/2018,Gestão da Tecnologia da informação 4,reprovação por falta
2/1/2018,Gestão da Tecnologia da informação 2,motivo de trabalho
3/1/2018,Análise e desenvolvimento de sistemas 1,falta de vale transporte
3/1/2018,Análise e desenvolvimento de sistemas 4,motivo de estudo
3/1/2018,Análise e desenvolvimento de sistemas 4,reprovação por falta
3/1/2018,Segurança da informação 2,motivo de trabalho
4/1/2018,Jogos digitais 1,falta de vale transporte
4/1/2018,Segurança da informação 4,motivo de estudo
4/1/2018,Designer 1,reprovação por falta
4/1/2018,Análise e desenvolvimento de sistemas 3,motivo de trabalho
5/1/2018,Análise e desenvolvimento de sistemas 3,falta de vale transporte
5/1/2018,Gestão da Tecnologia da informação 4,motivo de estudo
5/1/2018,Jogos digitais 4,reprovação por falta
5/1/2018,Jogos digitais 2,motivo de trabalho
6/1/2018,Jogos digitais 3,falta de vale transporte
6/1/2018,Gestão comercial 3,motivo de estudo
6/1/2018,Logistica 2,reprovação por falta
6/1/2018,Jogos digitais 1,motivo de trabalho
7/1/2018,Logistica 3,falta de vale transporte
7/1/2018,Logistica 2,motivo de estudo
7/1/2018,Designer 3,reprovação por falta
7/1/2018,Jogos digitais 3,motivo de trabalho
8/1/2018,Jogos digitais 3,falta de vale transporte
8/1/2018,Gestão comercial 1,motivo de estudo
8/1/2018,Gestão comercial 4,reprovação por falta
8/1/2018,Jogos digitais 2,motivo de trabalho
9/1/2018,Gestão da Tecnologia da informação 4,falta de vale transporte
9/1/2018,Segurança da informação 2,motivo de estudo
9/1/2018,Análise e desenvolvimento de sistemas 4,reprovação por falta
9/1/2018,Designer 4,motivo de trabalho
10/1/2018,Análise e desenvolvimento de sistemas 1,falta de vale transporte
10/1/2018,Gestão da Tecnologia da informação 2,motivo de estudo
10/1/2018,Análise e desenvolvimento de sistemas 3,reprovação por falta
10/1/2018,Análise e desenvolvimento de sistemas 3,motivo de trabalho
11/1/2018,Logistica 1,falta de vale transporte
11/1/2018,Jogos digitais 5,motivo de estudo
11/1/2018,Jogos digitais 4,reprovação por falta
11/1/2018,Designer 4,motivo de trabalho
12/1/2018,Análise e desenvolvimento de sistemas 2,falta de vale transporte
12/1/2018,Gestão da Tecnologia da informação 4,motivo de estudo
12/1/2018,Segurança da informação 2,reprovação por falta
12/1/2018,Gestão da Tecnologia da informação 1,motivo de trabalho
13/1/2018,Gestão da Tecnologia da informação 3,falta de vale transporte
13/1/2018,Jogos digitais 2,motivo de estudo
13/1/2018,Jogos digitais 4,reprovação por falta
13/1/2018,Segurança da informação 4,motivo de trabalho
14/1/2018,Designer 4,falta de vale transporte
14/1/2018,Logistica 2,motivo de estudo
14/1/2018,Jogos digitais 4,reprovação por falta
14/1/2018,Análise e desenvolvimento de sistemas 1,motivo de trabalho
15/1/2018,Gestão da Tecnologia da informação 3,falta de vale transporte
15/1/2018,Designer 3,motivo de estudo
15/1/2018,Segurança da informação 4,reprovação por falta
15/1/2018,Gestão da Tecnologia da informação 2,motivo de trabalho
16/1/2018,Gestão comercial 2,falta de vale transporte
16/1/2018,Segurança da informação 2,motivo de estudo
16/1/2018,Jogos digitais 4,reprovação por falta
16/1/2018,Designer 4,motivo de trabalho
17/1/2018,Segurança da informação 3,falta de vale transporte
17/1/2018,Análise e desenvolvimento de sistemas 4,motivo de estudo
17/1/2018,Gestão comercial 2,reprovação por falta
17/1/2018,Gestão comercial 1,motivo de trabalho
18/1/2018,Gestão comercial 1,falta de vale transporte
18/1/2018,Jogos digitais 2,motivo de estudo
18/1/2018,Gestão da Tecnologia da informação 1,reprovação por falta
18/1/2018,Logistica 1,motivo de trabalho
19/1/2018,Designer 3,falta de vale transporte
19/1/2018,Logistica 4,motivo de estudo
19/1/2018,Gestão comercial 1,reprovação por falta
19/1/2018,Segurança da informação 4,motivo de trabalho
20/1/2018,Jogos digitais 3,falta de vale transporte
20/1/2018,Gestão da Tecnologia da informação 2,motivo de estudo
20/1/2018,Segurança da informação 2,reprovação por falta
20/1/2018,Designer 4,motivo de trabalho
21/1/2018,Gestão da Tecnologia da informação 3,falta de vale transporte
21/1/2018,Logistica 3,motivo de estudo
21/1/2018,Logistica 4,reprovação por falta
21/1/2018,Gestão da Tecnologia da informação 4,motivo de trabalho
22/1/2018,Gestão da Tecnologia da informação 3,falta de vale transporte
22/1/2018,Designer 4,motivo de estudo
22/1/2018,Jogos digitais 3,reprovação por falta
22/1/2018,Logistica 2,motivo de trabalho
23/1/2018,Jogos digitais 3,falta de vale transporte
23/1/2018,Gestão comercial 1,motivo de estudo
23/1/2018,Segurança da informação 3,reprovação por falta
23/1/2018,Logistica 4,motivo de trabalho
24/1/2018,Gestão da Tecnologia da informação 3,falta de vale transporte
24/1/2018,Logistica 1,motivo de estudo
24/1/2018,Análise e desenvolvimento de sistemas 3,reprovação por falta
24/1/2018,Gestão da Tecnologia da informação 4,motivo de trabalho
25/1/2018,Gestão comercial 3,falta de vale transporte
25/1/2018,Designer 2,motivo de estudo
25/1/2018,Logistica 2,reprovação por falta
25/1/2018,Gestão da Tecnologia da informação 2,motivo de trabalho
26/1/2018,Logistica 4,falta de vale transporte
26/1/2018,Jogos digitais 4,motivo de estudo
26/1/2018,Gestão da Tecnologia da informação 2,reprovação por falta
26/1/2018,Gestão da Tecnologia da informação 4,motivo de trabalho
27/1/2018,Gestão comercial 4,falta de vale transporte
27/1/2018,Jogos digitais 1,motivo de estudo
27/1/2018,Análise e desenvolvimento de sistemas 2,reprovação por falta
27/1/2018,Logistica 4,motivo de trabalho
28/1/2018,Logistica 2,falta de vale transporte
28/1/2018,Designer 3,motivo de estudo
28/1/2018,Gestão da Tecnologia da informação 4,reprovação por falta
28/1/2018,Gestão comercial 1,motivo de trabalho
29/1/2018,Segurança da informação 2,falta de vale transporte
29/1/2018,Jogos digitais 2,motivo de estudo
29/1/2018,Segurança da informação 4,reprovação por falta
29/1/2018,Segurança da informação 1,motivo de trabalho
30/1/2018,Gestão comercial 4,falta de vale transporte
30/1/2018,Logistica 2,motivo de estudo
30/1/2018,Segurança da informação 3,reprovação por falta
30/1/2018,Segurança da informação 4,motivo de trabalho
31/1/2018,Análise e desenvolvimento de sistemas 3,falta de vale transporte
31/1/2018,Gestão da Tecnologia da informação 2,motivo de estudo
31/1/2018,Jogos digitais 3,reprovação por falta
31/1/2018,Jogos digitais 3,motivo de trabalho
1/2/2018,Designer 1,falta de vale transporte
1/2/2018,Jogos digitais 3,motivo de estudo
1/2/2018,Segurança da informação 2,reprovação por falta
1/2/2018,Designer 3,motivo de trabalho
2/2/2018,Gestão comercial 3,falta de vale transporte
2/2/2018,Logistica 3,motivo de estudo
2/2/2018,Análise e desenvolvimento de sistemas 4,reprovação por falta
2/2/2018,Segurança da informação 1,motivo de trabalho
3/2/2018,Logistica 4,falta de vale transporte
3/2/2018,Designer 3,motivo de estudo
3/2/2018,Gestão comercial 4,reprovação por falta
3/2/2018,Segurança da informação 2,motivo de trabalho
4/2/2018,Segurança da informação 1,falta de vale transporte
4/2/2018,Gestão da Tecnologia da informação 3,motivo de estudo
4/2/2018,Análise e desenvolvimento de sistemas 3,reprovação por falta
4/2/2018,Logistica 4,motivo de trabalho
5/2/2018,Logistica 1,falta de vale transporte
5/2/2018,Gestão da Tecnologia da informação 3,motivo de estudo
5/2/2018,Gestão comercial 3,reprovação por falta
5/2/2018,Designer 1,motivo de trabalho
6/2/2018,Gestão comercial 3,falta de vale transporte
6/2/2018,Designer 3,motivo de estudo
6/2/2018,Gestão da Tecnologia da informação 4,reprovação por falta
6/2/2018,Segurança da informação 1,motivo de trabalho
7/2/2018,Segurança da informação 1,falta de vale transporte
7/2/2018,Jogos digitais 3,motivo de estudo
7/2/2018,Logistica 2,reprovação por falta
7/2/2018,Gestão comercial 4,motivo de trabalho
8/2/2018,Logistica 4,falta de vale transporte
8/2/2018,Designer 2,motivo de estudo
8/2/2018,Segurança da informação 3,reprovação por falta
8/2/2018,Análise e desenvolvimento de sistemas 4,motivo de trabalho
9/2/2018,Gestão da Tecnologia da informação 2,falta de vale transporte
9/2/2018,Jogos digitais 5,motivo de estudo
9/2/2018,Jogos digitais 2,reprovação por falta
9/2/2018,Gestão da Tecnologia da informação 4,motivo de trabalho
10/2/2018,Logistica 4,falta de vale transporte
10/2/2018,Jogos digitais 4,motivo de estudo
10/2/2018,Jogos digitais 2,reprovação por falta
10/2/2018,Jogos digitais 3,motivo de trabalho
11/2/2018,Designer 4,falta de vale transporte
11/2/2018,Logistica 3,motivo de estudo
11/2/2018,Gestão da Tecnologia da informação 1,reprovação por falta
11/2/2018,Gestão da Tecnologia da informação 4,motivo de trabalho
12/2/2018,Designer 1,falta de vale transporte
12/2/2018,Gestão comercial 1,motivo de estudo
12/2/2018,Análise e desenvolvimento de sistemas 2,reprovação por falta
12/2/2018,Gestão comercial 1,motivo de trabalho
13/2/2018,Gestão da Tecnologia da informação 2,falta de vale transporte
13/2/2018,Designer 2,motivo de estudo
13/2/2018,Designer 2,reprovação por falta
13/2/2018,Logistica 3,motivo de trabalho
14/2/2018,Designer 1,falta de vale transporte
14/2/2018,Designer 3,motivo de estudo
14/2/2018,Designer 3,reprovação por falta
14/2/2018,Logistica 3,motivo de trabalho
15/2/2018,Gestão da Tecnologia da informação 1,falta de vale transporte
15/2/2018,Gestão da Tecnologia da informação 2,motivo de estudo
15/2/2018,Jogos digitais 1,reprovação por falta
15/2/2018,Gestão da Tecnologia da informação 1,motivo de trabalho
16/2/2018,Gestão comercial 4,falta de vale transporte
16/2/2018,Gestão da Tecnologia da informação 2,motivo de estudo
16/2/2018,Segurança da informação 3,reprovação por falta
16/2/2018,Segurança da informação 2,motivo de trabalho
17/2/2018,Logistica 3,falta de vale transporte
17/2/2018,Gestão comercial 3,motivo de estudo
17/2/2018,Designer 4,reprovação por falta
17/2/2018,Análise e desenvolvimento de sistemas 2,motivo de trabalho
18/2/2018,Segurança da informação 1,falta de vale transporte
18/2/2018,Jogos digitais 2,motivo de estudo
18/2/2018,Segurança da informação 1,reprovação por falta
18/2/2018,Segurança da informação 1,motivo de trabalho
19/2/2018,Jogos digitais 4,falta de vale transporte
19/2/2018,Segurança da informação 2,motivo de estudo
19/2/2018,Segurança da informação 2,reprovação por falta
19/2/2018,Segurança da informação 4,motivo de trabalho
20/2/2018,Logistica 2,falta de vale transporte
20/2/2018,Análise e desenvolvimento de sistemas 4,motivo de estudo
20/2/2018,Designer 4,reprovação por falta
20/2/2018,Gestão comercial 3,motivo de trabalho
21/2/2018,Designer 4,falta de vale transporte
21/2/2018,Segurança da informação 4,motivo de estudo
21/2/2018,Análise e desenvolvimento de sistemas 1,reprovação por falta
21/2/2018,Designer 3,motivo de trabalho
22/2/2018,Jogos digitais 2,falta de vale transporte
22/2/2018,Gestão comercial 1,motivo de estudo
22/2/2018,Logistica 4,reprovação por falta
22/2/2018,Análise e desenvolvimento de sistemas 3,motivo de trabalho
23/2/2018,Gestão comercial 2,falta de vale transporte
23/2/2018,Gestão comercial 2,motivo de estudo
23/2/2018,Designer 2,reprovação por falta
23/2/2018,Análise e desenvolvimento de sistemas 1,motivo de trabalho
24/2/2018,Jogos digitais 1,falta de vale transporte
24/2/2018,Jogos digitais 4,motivo de estudo
24/2/2018,Jogos digitais 2,reprovação por falta
24/2/2018,Designer 4,motivo de trabalho
25/2/2018,Gestão comercial 2,falta de vale transporte
25/2/2018,Logistica 4,motivo de estudo
25/2/2018,Segurança da informação 4,reprovação por falta
25/2/2018,Designer 1,motivo de trabalho
26/2/2018,Gestão da Tecnologia da informação 2,falta de vale transporte
26/2/2018,Análise e desenvolvimento de sistemas 4,motivo de estudo
26/2/2018,Logistica 4,reprovação por falta
26/2/2018,Jogos digitais 3,motivo de trabalho
27/2/2018,Jogos digitais 4,falta de vale transporte
27/2/2018,Análise e desenvolvimento de sistemas 2,motivo de estudo
27/2/2018,Gestão da Tecnologia da informação 3,reprovação por falta
27/2/2018,Designer 1,motivo de trabalho
28/2/2018,Análise e desenvolvimento de sistemas 1,falta de vale transporte
28/2/2018,Análise e desenvolvimento de sistemas 3,motivo de estudo
28/2/2018,Gestão da Tecnologia da informação 2,reprovação por falta
28/2/2018,Segurança da informação 1,motivo de trabalho
1/3/2018,Análise e desenvolvimento de sistemas 3,falta de vale transporte
1/3/2018,Análise e desenvolvimento de sistemas 3,motivo de estudo
1/3/2018,Análise e desenvolvimento de sistemas 1,reprovação por falta
1/3/2018,Jogos digitais 2,motivo de trabalho
2/3/2018,Segurança da informação 4,falta de vale transporte
2/3/2018,Gestão comercial 3,motivo de estudo
2/3/2018,Segurança da informação 4,reprovação por falta
2/3/2018,Jogos digitais 3,motivo de trabalho
3/3/2018,Designer 3,falta de vale transporte
3/3/2018,Designer 2,motivo de estudo
3/3/2018,Gestão comercial 1,reprovação por falta
3/3/2018,Jogos digitais 1,motivo de trabalho
4/3/2018,Logistica 3,falta de vale transporte
4/3/2018,Gestão comercial 2,motivo de estudo
4/3/2018,Designer 3,reprovação por falta
4/3/2018,Logistica 1,motivo de trabalho
5/3/2018,Designer 4,falta de vale transporte
5/3/2018,Segurança da informação 1,motivo de estudo
5/3/2018,Gestão comercial 1,reprovação por falta
5/3/2018,Segurança da informação 1,motivo de trabalho
6/3/2018,Gestão comercial 1,falta de vale transporte
6/3/2018,Jogos digitais 3,motivo de estudo
6/3/2018,Segurança da informação 1,reprovação por falta
